LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,GarageCars,Neighborhood,HouseStyle,BldgType,SalePrice
130148.41,8,6,1970,2040.78,3,South,2Story,Duplex,578875.46
23044.13,6,6,1994,2320.68,3,North,2Story,Duplex,332352.33
16159.87,8,6,1985,2159.14,3,Hill,2Story,Town,389272.14
15146.22,9,5,1993,1906.67,2,South,2Story,Town,432750.26
107609.05,9,6,1961,2576.27,3,Hill,Split,Town,612113.06
9159.14,10,6,1970,3187.57,3,Hill,Loft,Town,926197.84
11174.73,10,6,2002,2820.01,3,Hill,Split,Town,575923.27
22245.17,10,6,1977,3342.34,3,North,Loft,Duplex,998446.11
16830.68,9,6,1982,1969.29,4,South,2Story,Multi,467888.71
11143.61,9,6,2002,2167.49,2,Hill,2Story,Town,453963.9
23166.22,10,6,1982,2159.65,2,South,2Story,Town,578666.14
24344.27,8,6,1986,2067.35,4,South,2Story,Multi,419590.33
28783.22,10,6,1962,2608.44,3,South,Split,Duplex,544308.84
26920.53,10,6,2002,2209.29,2,Hill,2Story,Town,463483.09
32480.33,7,6,1964,2549.58,2,Hill,Split,Fam,405223.26
31976.86,7,6,1986,1480.99,4,South,1Story,Multi,363325.78
10943.71,8,6,1987,1989.08,2,Hill,1Story,Fam,381444.03
16825.56,10,6,1980,3143.76,3,Hill,Split,Town,589129.18
27383.39,6,6,2000,1578.57,4,South,1Story,Duplex,322612.69
18049.63,10,6,1988,2529.28,3,South,Split,Town,626582.56
13219.34,10,6,1975,2871.03,3,South,Split,Town,687904.51
11584.56,8,6,1987,1945.98,3,South,1Story,Town,352523.22
18707.23,10,5,1984,2684.61,3,South,Split,Town,577579.46
25618.62,7,6,1970,1632.11,3,South,1Story,Duplex,354410.68
25094.65,10,6,1976,3020.48,3,South,Split,Duplex,696281.6
17704.34,6,6,1963,1679.23,2,South,1Story,Town,315318.1
20583.44,6,5,1967,2240.16,2,Hill,2Story,Town,330008.51
14849.58,6,4,1972,2822.65,3,Hill,Split,Town,358607.58
18076.69,8,6,1973,1851.42,2,South,1Story,Fam,399004.85
12670.45,10,6,1986,2228.4,3,South,2Story,Town,551803.69
16323.05,5,6,1999,1682.62,3,South,1Story,Town,266290.98
10268.58,10,6,2002,2805.54,3,South,Split,Town,566816.04
15109.6,9,6,1968,1578.16,3,Hill,1Story,Town,417175.35
52334.67,8,6,1972,1886.65,3,South,2Story,Duplex,491640.99
18013.89,10,6,1994,1896.67,2,South,2Story,Town,501068.13
17458.74,8,6,1957,2545.73,3,South,Split,Duplex,435030.7
35110.61,7,5,1973,2361.25,3,South,2Story,Town,381637.89
42390.67,7,5,1978,2489.28,4,Hill,2Story,Duplex,415198.74
15291.76,10,6,1971,2963.65,3,South,Split,Duplex,536129.88
15703.45,6,6,2002,1478.4,2,South,1Story,Fam,289390.25
34894.55,10,6,1973,2204.49,3,South,2Story,Town,537772.41
17740.7,7,6,1992,1880.7,3,South,2Story,Town,356099.32
19735.52,9,6,2001,2412.17,3,Hill,2Story,Town,448330.36
11461.5,9,6,1986,2463.7,3,Hill,Split,Town,458479.09
45346.59,5,6,1992,1831.82,4,South,1Story,Multi,301318.44
35568.15,7,6,1976,1542.67,3,South,1Story,Duplex,406516.75
22433.86,10,6,1976,2857.75,3,South,Split,Town,601352.39
78867.69,8,6,1971,1735.19,3,South,1Story,Town,485296.83
24714.19,6,6,2002,1129.95,2,Hill,1Story,Fam,319084.31
24865.78,10,6,1967,2548.64,3,Hill,Split,Town,650775.05
5718.84,6,2,1979,3580.64,3,Hill,Loft,Town,336982.01
90038.94,10,6,1962,2787.89,3,South,Split,Duplex,644836.13
9804.77,5,5,1994,2028.23,3,South,2Story,Town,253334.22
20067.29,10,6,1979,2686.26,3,South,Split,Town,592911.79
20853.02,6,6,1978,1591.17,2,South,1Story,Fam,286072.52
18927.99,10,6,1966,3089.21,3,Hill,Split,Duplex,602989.01
10725.62,10,6,1990,2290.01,3,North,2Story,Town,514324.09
21591.93,7,6,1985,2187.07,3,Central,2Story,Duplex,373206.22
17727.59,10,6,1978,2377.25,4,South,2Story,Duplex,501531.3
18906.04,9,6,1998,2359.07,3,Hill,2Story,Town,484584.73
2964.76,9,5,1981,2474.76,2,North,2Story,Fam,367504.21
13255.06,6,6,1967,2254.5,2,Hill,2Story,Town,354596.13
13029.81,10,6,1983,2438.48,3,South,2Story,Duplex,515251.06
5126.53,9,6,1987,1833.81,2,North,2Story,Town,418644.28
13770.49,10,6,1999,2708.13,3,South,Split,Town,627722.64
20618.68,7,3,1963,4282.83,3,Hill,Loft,Town,378048.84
9030.96,10,6,1966,2673.81,2,North,Split,Fam,718449.74
20250.15,4,6,1982,1720.24,4,Central,2Story,Duplex,281309.92
31029.08,6,5,1963,2051.81,2,North,2Story,Town,328678.45
39056.15,8,5,1962,1860.6,2,South,1Story,Town,462399.2
36042.26,10,6,1981,1770.33,2,South,1Story,Fam,507628.09
32176.69,9,6,1964,2520.5,3,Hill,2Story,Duplex,525444.18
8915.6,4,5,2001,1620.07,2,Hill,1Story,Town,160398.76
15994.0,10,6,1976,2173.45,3,South,2Story,Town,551590.13
12572.88,10,6,1967,3678.96,3,South,Loft,Town,926328.58
2000.0,9,4,1974,2612.97,3,Hill,2Story,Town,372350.71
3970.45,10,7,1982,2405.96,2,Hill,2Story,Town,699528.23
20926.81,10,6,1967,2333.74,3,Hill,2Story,Duplex,558479.69
41663.92,10,6,1975,2447.14,3,North,2Story,Duplex,575927.51
51375.26,8,5,1964,2854.63,3,Central,Split,Town,506465.87
30281.7,5,6,1989,1902.65,3,North,1Story,Duplex,321444.57
20077.16,8,6,1969,2267.43,2,Hill,2Story,Town,397601.5
13933.66,9,6,1970,3037.85,3,North,Split,Duplex,475924.57
14737.57,10,6,1984,2883.99,3,Hill,Split,Town,600186.5
29373.77,10,6,1965,2653.48,3,Hill,2Story,Duplex,527344.64
11548.73,6,6,1987,1257.12,2,South,1Story,Fam,325487.45
23376.23,8,6,1975,2133.6,3,Hill,2Story,Town,431527.32
7181.82,8,6,1984,1776.89,2,Hill,1Story,Town,400327.47
44680.97,6,6,1974,1383.53,4,South,1Story,Multi,373000.36
15672.29,10,6,1957,2536.08,3,Hill,Split,Duplex,665844.52
60665.21,10,6,1959,2493.14,4,Hill,Split,Duplex,617088.89
13290.35,8,6,1956,1734.02,3,South,1Story,Town,437831.38
79764.81,9,5,1953,2495.84,2,North,2Story,Town,573530.73
17134.29,7,6,1984,2630.83,3,Hill,Split,Town,421103.9
13688.98,10,6,1977,3011.97,3,South,Split,Duplex,591141.6
45644.31,9,6,1988,1897.9,3,North,2Story,Town,500975.94
31713.38,5,6,1982,1544.01,4,Central,1Story,Duplex,294272.67
10154.02,7,6,1995,1929.28,4,South,2Story,Duplex,369463.65
26029.97,9,6,1966,2588.96,3,South,2Story,Duplex,515682.42
14807.3,6,6,1966,1178.39,2,Hill,1Story,Town,292144.99
28264.72,7,6,1970,1627.25,1,Hill,1Story,Fam,384022.16
10304.19,5,6,1999,1937.99,2,Hill,2Story,Town,227024.28
18977.19,7,6,1988,1615.47,2,South,1Story,Fam,343807.82
13784.06,7,6,1987,1660.12,3,Hill,1Story,Town,339753.62
12332.19,6,6,1982,949.54,4,South,1Story,Duplex,281682.97
27713.55,10,6,1966,3311.06,4,North,Loft,Duplex,685997.18
33785.75,6,6,1989,1658.98,4,South,1Story,Multi,311022.6
17300.65,10,6,1966,1938.31,2,South,2Story,Fam,563655.3
14966.02,10,6,1960,2461.1,2,Hill,2Story,Town,543610.7
32190.0,8,5,1954,2386.32,2,North,2Story,Town,476715.96
17699.98,8,6,1985,2229.95,3,South,2Story,Duplex,421197.99
20889.6,9,6,1992,2112.83,2,South,2Story,Town,470494.27
34871.76,7,6,1971,1403.59,2,South,1Story,Fam,372461.42
27490.93,10,6,1973,2359.15,3,South,2Story,Town,517052.65
15630.25,7,6,1982,1765.14,3,North,2Story,Duplex,352728.15
79788.78,10,6,1968,3201.29,3,South,Split,Town,799371.98
35092.69,5,6,1986,1158.61,2,South,1Story,Town,306377.15
22822.69,8,5,1959,1681.27,2,South,1Story,Town,417788.2
36880.14,10,6,1958,3300.72,4,South,Loft,Duplex,709174.46
19271.51,8,6,1985,1896.22,3,South,2Story,Town,428195.89
92140.73,8,6,1971,1727.01,4,North,1Story,Multi,532847.47
14461.22,10,6,1993,2108.93,3,South,2Story,Duplex,496234.48
34754.8,9,6,1985,2197.26,3,South,2Story,Duplex,511318.4
19144.01,6,6,1975,1782.28,3,South,1Story,Town,296147.84
45856.17,7,6,1980,2171.65,3,South,2Story,Town,439411.94
27014.26,4,6,1981,1598.83,4,North,1Story,Duplex,246482.45
14170.75,8,6,2002,1924.39,2,South,1Story,Fam,381411.72
22115.76,10,6,1986,3107.48,3,South,Split,Duplex,694048.02
3742.51,8,6,1967,2349.82,3,Hill,2Story,Duplex,364353.87
11182.77,6,6,1983,1307.33,3,South,1Story,Duplex,252629.91
21604.84,5,5,1992,1792.12,3,South,2Story,Town,313360.28
18157.09,8,6,2002,1867.56,4,Hill,1Story,Duplex,374063.29
17005.06,8,6,1986,2517.32,3,Hill,2Story,Duplex,357400.54
8049.65,8,6,1967,2206.35,3,South,2Story,Duplex,406599.36
12903.69,8,5,1976,2789.88,3,North,Split,Duplex,432556.07
13250.73,10,6,1966,2523.77,3,Hill,Split,Duplex,527317.17
31777.1,10,6,1985,2800.44,3,South,Split,Town,639084.79
22241.18,8,6,1994,2048.33,4,South,2Story,Duplex,372322.69
18990.7,10,6,1986,1790.31,3,North,1Story,Town,507077.49
2000.0,6,6,1996,2365.94,2,Hill,2Story,Town,297221.05
15507.09,8,6,1982,2512.24,3,South,2Story,Duplex,368660.52
2000.0,9,6,1956,3047.78,3,South,Split,Town,467452.48
26852.18,8,5,1971,1829.66,2,South,2Story,Town,395226.53
8147.43,5,4,1970,2193.1,2,Hill,2Story,Fam,254523.54
17964.87,10,6,1967,3353.28,3,North,Loft,Town,598808.15
14399.75,4,6,1989,1939.41,4,Central,2Story,Multi,243506.62
13650.31,8,6,1985,2116.75,2,South,2Story,Town,412760.59
16745.87,5,6,1970,2335.92,3,Hill,2Story,Town,282763.8
13611.07,4,5,1990,2060.65,4,Central,2Story,Multi,219579.06
28176.41,10,5,1955,2701.53,3,South,Split,Town,594133.81
17992.36,8,6,1995,2158.16,2,Hill,2Story,Town,358203.52
17408.87,5,6,1985,2244.31,4,South,2Story,Duplex,312100.91
13165.77,10,6,1975,2681.31,3,South,2Story,Town,548430.66
39115.77,6,6,1980,1517.96,3,South,1Story,Duplex,357176.77
37257.84,9,6,1987,2453.42,2,South,2Story,Town,444930.78
25711.72,10,6,1971,2992.24,3,South,Split,Town,780490.02
20893.33,5,5,1988,2248.51,4,Hill,2Story,Duplex,266928.02
23633.97,8,6,1957,2267.27,3,South,2Story,Town,442130.64
15885.72,10,6,1965,2772.54,3,South,Split,Town,702727.68
29671.56,9,6,1994,2003.83,3,Hill,2Story,Town,459339.1
3416.94,7,5,1962,2551.67,2,South,Split,Town,373997.08
101192.97,9,6,1956,2342.91,2,Hill,2Story,Town,579375.44
12782.75,5,6,1967,1782.66,2,North,1Story,Fam,230226.77
11482.53,6,6,2002,1482.65,2,Hill,1Story,Town,307767.75
30315.87,6,6,1991,1835.35,4,South,1Story,Multi,363082.11
10889.96,7,6,1974,1563.33,3,North,1Story,Town,363180.92
16313.37,5,6,2002,2046.56,4,South,2Story,Multi,306231.21
27151.87,8,6,1974,2356.3,3,Hill,2Story,Town,415545.58
22122.64,8,6,1993,1913.71,2,South,2Story,Town,409179.04
10241.74,6,6,1973,1819.38,4,South,1Story,Duplex,279643.47
30205.73,7,6,1987,1682.85,3,South,1Story,Duplex,391608.17
27125.54,6,6,1985,1475.02,3,South,1Story,Town,302631.98
80300.64,10,5,1957,3162.46,2,South,Split,Town,747466.07
28813.59,7,6,1977,1172.3,3,South,1Story,Duplex,385964.08
8202.08,10,6,1993,2253.55,3,North,2Story,Duplex,511392.88
9986.8,9,6,1985,2134.17,3,Hill,2Story,Town,455884.49
15237.48,9,6,1981,2475.25,2,South,2Story,Town,495179.26
47911.34,10,6,1974,2430.61,4,South,2Story,Duplex,551866.97
14541.09,10,6,1991,1946.29,2,Hill,2Story,Town,422114.44
3356.97,5,6,2002,1945.76,3,Hill,1Story,Duplex,246441.95
4331.72,9,6,1976,2206.43,2,South,2Story,Town,402276.67
16943.49,6,5,1958,1829.03,4,Central,1Story,Multi,301395.62
14568.41,8,3,1967,3875.98,3,Hill,Loft,Town,412390.7
4287.68,7,6,1987,2102.18,4,Hill,2Story,Duplex,325008.56
23885.1,6,6,1967,2145.24,2,Hill,2Story,Town,307904.21
14734.9,8,6,1986,1878.0,2,South,2Story,Town,394988.21
28248.96,7,5,1971,2517.69,3,North,Split,Duplex,382444.1
26644.44,9,6,1977,1911.53,4,South,1Story,Duplex,473942.25
38638.04,7,5,1961,2704.17,3,Hill,Split,Town,463062.32
22562.78,10,6,1986,2328.52,3,South,2Story,Town,597147.99
32497.67,10,6,1986,2571.6,3,North,Split,Town,526319.69
22470.22,8,6,1995,2168.32,2,Hill,2Story,Town,447622.89
22301.12,10,6,1975,2196.19,3,South,2Story,Town,526291.52
28929.73,10,6,1976,2788.82,3,Hill,Split,Town,790486.36
14989.25,7,6,1997,2245.55,3,Hill,2Story,Town,373104.75
16864.36,10,6,2000,1966.95,2,Hill,2Story,Fam,546116.01
31059.78,9,6,1983,1680.32,4,South,2Story,Multi,451452.49
42756.23,7,6,1976,2155.0,2,South,2Story,Town,387620.93
15610.45,9,6,1970,2018.91,3,Hill,2Story,Town,465316.23
14892.08,8,5,1995,2699.63,4,South,Split,Duplex,406295.49
12392.32,9,6,1971,1897.09,3,South,2Story,Duplex,394920.06
17744.91,10,6,1967,2838.01,3,South,Split,Duplex,579334.47
12018.45,4,5,1972,1782.88,4,South,1Story,Multi,195131.81
20891.61,8,6,1995,2213.67,3,Hill,2Story,Town,386745.48
25700.97,10,6,1999,2483.34,3,Hill,Split,Town,499158.57
10197.92,9,5,1952,1337.33,2,Hill,1Story,Fam,438833.49
43018.53,7,6,1976,1739.73,3,South,1Story,Duplex,415392.33
14372.06,5,5,1991,2146.4,4,South,2Story,Multi,295492.41
2879.58,7,5,1985,2042.66,3,South,2Story,Town,284231.98
35764.69,8,6,1982,2081.61,3,North,2Story,Town,465687.51
23249.3,10,6,1973,3164.99,3,South,Split,Duplex,641802.08
33890.1,8,6,1975,1709.05,2,North,1Story,Town,414525.47
34539.67,4,6,1971,1596.76,3,South,1Story,Town,262595.44
12868.42,10,6,2002,3527.04,3,Hill,Loft,Town,761739.6
27609.15,10,6,1964,2774.18,3,Hill,Split,Town,560672.62
34297.28,7,6,1964,2255.26,3,North,2Story,Duplex,410566.57
42294.35,5,6,1964,1838.36,3,Central,1Story,Town,341471.62
24130.07,6,6,1984,1953.27,3,Central,1Story,Town,314571.45
44082.14,8,6,1979,1987.32,2,Hill,2Story,Town,423695.04
20443.8,10,6,1985,2245.61,2,North,2Story,Town,494172.36
25039.12,8,6,1982,1838.79,3,South,2Story,Duplex,422715.18
19376.2,10,6,1986,2483.1,3,South,2Story,Duplex,525652.28
41136.84,8,6,1962,2225.65,3,Hill,2Story,Town,449537.14
26957.43,6,6,1976,1584.39,3,South,1Story,Town,325481.16
15767.71,8,6,1985,2224.73,3,South,2Story,Duplex,429044.95
15867.85,6,6,1980,1727.94,2,Hill,1Story,Town,293836.6
7841.7,8,4,1980,3116.14,3,Hill,Split,Town,407941.81
32351.39,5,6,1991,1841.58,3,Central,1Story,Duplex,348148.21
15642.61,10,6,1998,2722.69,3,South,Split,Duplex,593694.77
12835.96,10,5,1981,2011.05,2,South,2Story,Fam,491481.95
10949.22,10,6,1970,2891.93,3,Hill,Split,Town,605021.66
13815.6,10,6,1994,2637.08,2,South,Split,Town,542467.86
15632.63,8,6,2002,2578.14,2,Hill,2Story,Town,387338.48
23690.28,10,6,1969,2794.42,3,North,Split,Duplex,473144.28
20824.78,8,6,1982,2151.99,3,Hill,2Story,Town,391405.75
18923.86,6,6,1980,1959.53,4,South,2Story,Multi,336580.85
31711.4,9,6,1982,2145.73,4,South,2Story,Duplex,489586.62
11827.93,7,6,1975,2077.47,2,Hill,2Story,Town,302796.19
13653.81,8,6,1995,1873.81,2,South,2Story,Town,378914.3
27821.56,8,6,1969,1698.2,2,South,1Story,Town,381050.68
18928.83,8,6,1984,2819.63,3,North,Split,Duplex,418545.55
24218.44,10,6,1966,2074.02,4,Hill,2Story,Duplex,546114.11
71792.33,10,6,1969,2052.05,3,South,2Story,Town,608499.53
6978.62,10,7,1977,2625.96,3,South,Split,Town,780221.15
24523.39,7,5,1982,2216.2,3,Hill,2Story,Duplex,351297.08
31086.25,7,6,1973,2027.29,3,South,2Story,Duplex,399336.22
23095.13,5,6,1982,1516.95,4,South,1Story,Multi,268487.06
9256.89,6,2,1965,2819.81,2,South,Split,Fam,281001.14
10761.73,9,6,1976,2458.04,3,South,Split,Duplex,423713.51
37239.44,6,6,1982,1045.59,3,South,1Story,Duplex,304623.8
37234.32,7,6,1980,1917.25,4,South,2Story,Multi,420456.5
38680.21,6,6,1985,1047.37,4,South,1Story,Multi,403159.37
10632.04,6,6,1984,1882.92,2,Hill,2Story,Town,309877.63
10137.3,5,6,1984,1113.74,3,South,1Story,Duplex,228549.8
4183.94,8,1,1964,7876.07,2,Hill,Loft,Town,508453.22
10361.93,8,6,1997,2033.44,2,Hill,2Story,Town,348185.74
4501.24,7,1,1975,7920.09,2,Hill,Loft,Town,500124.01
29537.21,7,6,1985,1987.53,4,South,2Story,Multi,411709.0
16986.53,10,6,1984,2694.41,3,South,Split,Town,625273.67
40414.1,10,6,1965,2627.1,4,South,Split,Duplex,606896.34
27795.9,9,6,1966,2162.05,3,Hill,2Story,Town,465195.88
12550.31,7,5,1977,2492.95,3,North,2Story,Duplex,381854.57
49068.1,9,6,1976,2096.74,4,South,2Story,Multi,520051.29
14036.88,10,6,1967,3347.38,2,South,Loft,Town,789906.44
17186.26,10,6,1973,2230.84,2,Hill,2Story,Town,471625.6
10395.22,8,1,1963,3441.87,2,Hill,Loft,Town,400246.72
12330.56,8,6,1991,2064.71,3,Hill,2Story,Town,421571.31
9684.51,7,6,2000,1968.23,3,Hill,2Story,Town,326365.24
16746.26,10,6,1966,2706.02,4,South,Split,Duplex,539898.15
28732.71,10,6,1972,2805.28,3,South,Split,Duplex,641123.09
20135.48,9,6,1979,2463.21,3,Hill,2Story,Town,482362.35
5221.9,4,5,1977,1241.88,2,North,1Story,Town,192185.37
17991.94,10,6,2002,3463.66,3,Hill,Loft,Town,739701.15
60348.57,7,5,1997,1917.69,3,South,2Story,Duplex,447666.64
20726.32,9,6,1976,2106.96,4,South,2Story,Duplex,481943.93
13812.59,8,6,2002,1684.2,3,South,1Story,Town,362489.14
14797.44,10,6,2002,2513.61,2,North,2Story,Town,456852.08
20118.59,9,6,1990,2280.79,3,South,2Story,Duplex,446861.95
19826.97,7,6,1971,2526.5,4,North,2Story,Duplex,420954.8
22376.87,6,6,1982,1608.44,2,South,1Story,Fam,294075.11
26522.61,9,6,1985,2025.66,3,South,2Story,Duplex,468676.67
15108.03,10,6,1973,2272.0,3,South,2Story,Town,514619.92
16972.71,8,6,1985,2387.16,3,Hill,2Story,Town,399587.38
19493.17,10,6,1986,2293.88,3,North,2Story,Duplex,515956.45
15178.36,10,6,1991,2201.25,2,South,2Story,Town,562742.77
14724.97,10,5,1992,2293.17,3,South,2Story,Town,515509.63
62943.63,6,6,1985,1422.36,4,South,1Story,Multi,331134.62
20774.36,10,6,1955,2419.12,2,South,2Story,Town,591437.06
8586.03,6,6,1993,1912.04,3,Hill,1Story,Town,334329.59
19778.95,7,6,1988,1957.92,4,South,2Story,Multi,361486.4
20651.3,8,6,1966,2333.3,3,Hill,2Story,Town,432614.12
73174.35,10,6,1967,2295.55,4,South,2Story,Multi,626606.15
21315.62,8,6,2002,2081.77,2,Hill,2Story,Town,425053.51
41632.38,6,6,1964,1548.76,2,Hill,1Story,Town,321544.34
39698.51,9,6,1968,2388.09,3,South,2Story,Duplex,501932.1
2445.73,9,5,2002,3463.61,3,South,Loft,Town,422128.52
32482.81,7,6,1975,1718.5,2,South,1Story,Town,377031.01
19354.73,5,6,1987,1540.36,3,South,1Story,Duplex,267904.87
46520.51,10,6,1984,3161.29,4,North,Loft,Multi,1046368.84
16634.6,10,6,1987,3286.28,3,South,Split,Duplex,788466.0
25365.24,5,6,1970,2298.88,3,North,2Story,Duplex,285986.86
13359.57,10,6,1986,2254.11,2,North,2Story,Town,473079.36
41568.11,8,6,1994,2115.81,3,South,2Story,Town,455478.09
24968.72,9,6,1974,2069.83,3,South,2Story,Town,491774.04
30383.78,6,5,1962,2107.91,2,South,2Story,Town,340784.95
24922.94,10,6,1980,2347.03,3,North,2Story,Town,571221.46
18162.6,10,6,1981,3140.58,3,South,Split,Town,715031.39
19082.26,9,6,1978,2073.32,2,South,2Story,Town,471823.68
16530.43,8,6,1987,2060.94,2,Hill,2Story,Town,346755.02
70402.39,6,5,1983,1104.63,4,South,1Story,Duplex,423288.74
65573.8,10,6,1970,2317.59,3,Hill,2Story,Town,558723.15
9802.88,6,5,1987,1988.93,3,South,2Story,Town,335330.4
24852.77,8,6,1974,2514.83,3,Hill,2Story,Town,425631.59
12558.43,6,6,1957,2307.86,2,North,2Story,Town,314794.96
17975.03,6,6,2002,2094.63,2,Hill,2Story,Town,323494.96
20607.22,9,6,1984,2197.2,2,South,2Story,Town,472076.98
8554.66,3,6,1999,971.97,1,North,1Story,Fam,161161.81
28653.69,10,6,1974,2573.26,2,South,Split,Town,562624.37
13582.74,7,5,1983,2216.85,2,Hill,2Story,Town,384137.31
22030.7,9,6,1984,2362.33,3,South,2Story,Town,484003.0
7815.46,8,6,1977,1217.19,2,South,1Story,Fam,393718.85
20782.09,10,6,1988,2490.12,3,Central,2Story,Town,498952.21
18195.35,10,6,1986,2275.28,3,South,2Story,Duplex,600332.24
135833.27,10,6,1965,2765.83,3,South,Split,Duplex,726009.16
17843.18,10,6,1994,2637.55,3,North,Split,Town,741247.76
8559.26,8,6,1985,1797.56,3,South,2Story,Duplex,380483.76
24820.42,10,6,1978,2603.05,2,South,Split,Town,553335.64
14549.02,9,6,1992,1723.33,4,South,1Story,Duplex,438332.94
15092.3,10,6,1969,2939.09,3,Hill,Split,Town,655499.96
20691.03,8,6,1976,2521.05,3,Hill,2Story,Duplex,454262.44
18259.35,10,6,1970,3440.27,2,South,Loft,Town,954889.92
29913.24,6,6,2002,2084.49,2,Hill,2Story,Town,278692.54
50573.68,10,6,1974,2331.29,4,North,2Story,Multi,626652.8
47486.13,10,6,1971,2663.23,3,North,Split,Town,649379.89
61940.71,10,6,1969,2475.61,3,Hill,2Story,Town,640948.63
19005.63,4,5,1965,2412.83,4,Central,2Story,Duplex,225200.04
11223.41,10,6,1999,2421.41,2,Hill,Split,Town,567002.46
48033.77,10,6,1957,2832.54,3,South,Split,Town,582240.54
17726.92,9,6,1988,1917.18,3,South,2Story,Duplex,438182.23
24273.25,7,5,1977,1841.99,3,South,1Story,Duplex,361864.93
5001.48,8,5,1987,2251.29,4,South,2Story,Multi,396587.03
5603.56,6,5,1969,2396.67,3,Hill,Split,Town,373072.26
21806.28,5,2,1967,3746.3,2,South,Loft,Town,337702.67
19678.68,9,5,1991,2487.39,2,Hill,Split,Town,481993.6
16108.9,5,6,1960,2242.65,4,Hill,2Story,Duplex,286524.58
21208.6,8,6,1995,1795.02,1,South,1Story,Fam,419455.99
15594.52,10,1,1966,4872.25,2,South,Loft,Fam,750770.29
25729.83,10,6,1985,2457.38,3,Hill,2Story,Town,490242.16
49279.48,10,6,1967,2760.28,3,South,Split,Duplex,604297.51
129825.61,6,6,1975,1092.79,2,South,1Story,Town,504215.72
9032.04,6,6,1979,2952.42,3,South,Split,Duplex,363905.74
40501.54,10,6,1971,2653.34,3,South,2Story,Duplex,555085.44
36560.95,7,6,1992,1901.41,3,South,1Story,Duplex,369636.84
21865.47,6,5,1966,1654.26,3,South,1Story,Town,314660.3
35873.13,10,6,1984,2018.1,2,North,2Story,Fam,471839.13
23916.56,7,6,1972,1842.42,4,South,1Story,Duplex,374176.15
21268.49,7,6,1981,1752.57,4,South,2Story,Multi,385828.33
16338.6,6,6,1995,1910.14,3,South,1Story,Duplex,323794.23
12508.12,9,6,1984,2419.52,3,Hill,2Story,Town,465074.76
53116.33,8,6,1973,2141.23,2,Hill,2Story,Town,464398.49
16942.46,6,6,1985,1664.56,4,South,1Story,Duplex,331468.83
11327.27,6,6,1989,1828.51,2,Hill,1Story,Town,272992.5
31820.47,6,6,2002,1155.92,1,South,1Story,Fam,328068.39
18257.83,10,6,1954,3128.23,3,South,Split,Duplex,573159.17
13942.44,10,6,1987,2551.96,3,South,Split,Town,653922.88
36588.39,9,6,1985,2192.04,4,South,2Story,Multi,473904.81
26040.1,8,6,2002,1910.37,2,Hill,1Story,Town,412650.27
30865.08,9,6,1981,2364.78,3,South,2Story,Town,491848.56
47449.38,10,6,1969,2618.24,4,South,Split,Duplex,675870.06
24390.98,9,5,1972,2312.07,2,South,2Story,Town,508960.91
12712.76,10,6,1992,2339.41,2,South,2Story,Town,513303.78
2000.0,7,7,1996,400.0,2,South,1Story,Fam,335784.62
20799.16,6,6,1967,2206.19,3,Hill,2Story,Town,337337.88
13961.52,8,6,1987,1959.82,2,Hill,1Story,Town,459465.8
18970.93,6,5,1982,1689.14,4,South,1Story,Multi,313915.64
13184.87,8,7,1986,2072.29,4,South,2Story,Duplex,444260.53
13077.73,10,6,1989,2344.07,3,South,2Story,Town,539288.43
8540.1,9,7,1960,2068.78,3,Central,2Story,Town,485040.97
38388.75,9,6,1962,2055.79,3,Hill,2Story,Town,492812.23
13552.53,5,6,1986,1860.73,4,North,1Story,Duplex,272140.0
44849.61,6,6,1992,1273.37,4,South,1Story,Multi,375717.75
33392.97,5,6,1999,1950.7,4,South,1Story,Duplex,279372.25
17124.79,10,6,1983,2498.93,3,South,Split,Town,563986.43
22084.73,8,6,1955,1918.59,3,Hill,2Story,Town,352452.78
33188.56,9,6,1963,2502.12,4,South,2Story,Duplex,476114.63
6083.31,10,6,1966,2203.01,2,South,2Story,Fam,457515.97
61803.14,10,6,1967,2578.0,3,North,Split,Duplex,709552.03
23019.32,5,5,1969,2310.7,3,South,2Story,Town,364048.77
55125.55,10,6,1967,2317.93,4,South,2Story,Duplex,699689.02
33487.46,7,6,1985,2074.35,3,South,2Story,Town,359819.35
81122.87,10,6,1961,3181.03,3,South,Loft,Duplex,811713.31
11050.23,7,6,1986,2118.42,3,South,2Story,Town,357355.5
64484.45,6,6,1981,1806.19,4,South,1Story,Duplex,380201.25
27798.67,7,5,1966,1815.63,4,South,2Story,Multi,398914.71
51348.2,10,6,1977,2330.89,3,Hill,2Story,Town,588212.98
90104.58,5,6,1968,1986.41,3,Hill,2Story,Duplex,371145.48
13853.95,10,6,1986,2594.45,3,South,2Story,Town,488131.68
15079.68,10,6,1972,2873.86,2,Hill,Split,Town,684970.81
15477.65,10,6,2002,2262.29,2,Hill,2Story,Town,494182.23
11184.72,6,5,2002,2968.73,3,Hill,Split,Duplex,317363.48
21462.99,7,6,1998,2142.49,3,South,2Story,Duplex,368866.17
18210.78,9,6,1982,2596.53,3,Hill,Split,Duplex,450783.67
21843.76,10,6,1954,2114.14,3,Hill,2Story,Town,629739.61
21466.33,8,6,1989,1479.15,2,South,1Story,Town,412456.03
13687.69,8,6,1985,1909.27,3,South,2Story,Duplex,450836.64
8794.03,8,5,1964,2756.76,4,Hill,Split,Duplex,379832.41
36854.25,6,6,1973,1416.94,2,South,1Story,Fam,334736.14
